Date,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2022-06-24 09:00:00,11.68,10.98,6.53,39.28,95.12,10.08,30.84,31.36,26.42,37.0
2022-06-24 10:00:00,11.73,11.21,5.58,38.21,89.46,9.13,29.14,28.71,25.04,34.57
2022-06-24 11:00:00,14.82,9.45,4.89,35.8,86.7,9.91,27.36,28.22,23.46,32.38
2022-06-24 12:00:00,15.05,9.0,5.01,30.28,85.91,9.34,28.13,26.89,25.93,32.79
2022-06-24 13:00:00,15.57,9.58,4.95,35.42,87.33,8.66,28.42,28.48,23.87,33.01
2022-06-24 14:00:00,13.79,9.21,4.8,31.6,86.06,9.43,27.08,26.33,22.79,31.92
2022-06-24 15:00:00,11.17,9.72,4.62,32.0,81.99,8.93,26.62,24.32,22.49,30.03
2022-06-24 16:00:00,11.47,9.74,4.71,35.72,83.66,7.91,26.21,25.45,23.9,32.66
2022-06-24 17:00:00,11.45,10.58,4.65,35.64,83.8,14.88,28.65,24.9,21.59,29.81
2022-06-24 18:00:00,10.98,11.83,5.76,39.13,87.31,14.94,28.3,,20.22,28.64
2022-06-24 19:00:00,11.21,14.27,7.2,44.71,90.49,14.26,30.87,23.69,21.69,31.51
2022-06-24 20:00:00,11.69,14.43,7.97,44.29,90.06,9.89,30.81,22.84,24.54,31.66
2022-06-24 21:00:00,10.6,10.72,6.17,37.12,84.38,8.76,30.66,21.42,21.73,29.82
2022-06-24 22:00:00,7.63,9.94,5.74,29.6,78.37,7.71,26.84,18.87,20.39,27.2
2022-06-24 23:00:00,6.56,8.67,5.68,29.57,71.14,7.24,25.41,17.2,21.36,26.24
2022-06-25 00:00:00,7.88,7.88,4.62,23.51,65.2,6.29,23.63,15.85,19.24,23.34
2022-06-25 01:00:00,9.23,7.37,3.82,18.41,58.89,6.67,22.09,16.47,19.25,23.79
2022-06-25 02:00:00,8.59,7.81,3.63,18.19,56.26,6.31,18.8,12.85,17.97,21.86
2022-06-25 03:00:00,8.55,7.43,2.75,20.4,55.29,6.02,18.84,11.74,19.15,23.92
2022-06-25 04:00:00,8.87,7.51,3.08,24.63,57.14,6.79,18.97,11.61,19.67,22.89
2022-06-25 05:00:00,10.58,8.65,4.74,25.84,61.15,6.62,23.2,13.41,18.5,22.24
2022-06-25 06:00:00,10.57,10.42,7.35,26.72,73.39,7.25,26.97,17.29,19.13,25.41
2022-06-25 07:00:00,11.68,12.05,8.54,36.05,87.78,9.45,34.85,21.86,20.15,29.05
2022-06-25 08:00:00,13.01,12.16,8.45,43.33,96.0,15.19,34.66,27.1,21.52,31.68
2022-06-25 09:00:00,12.19,12.08,7.53,42.45,97.52,10.74,35.46,28.18,20.62,30.03
2022-06-25 10:00:00,10.1,11.21,7.18,38.56,93.53,11.43,32.25,27.33,19.98,29.06
2022-06-25 11:00:00,9.92,10.63,6.48,37.89,89.7,10.85,31.56,25.22,21.24,29.51
2022-06-25 12:00:00,12.46,10.8,6.6,32.72,87.55,8.39,29.53,24.14,21.67,27.87
2022-06-25 13:00:00,11.24,9.92,6.53,36.59,87.44,8.21,29.18,24.67,19.4,26.71
2022-06-25 14:00:00,9.09,9.59,6.06,39.61,83.14,7.87,28.95,22.01,19.53,27.2
2022-06-25 15:00:00,9.18,9.83,5.35,32.78,82.17,7.99,27.02,21.18,18.73,24.95
2022-06-25 16:00:00,10.15,10.49,5.3,32.92,82.02,7.62,26.53,21.19,18.69,25.8
2022-06-25 17:00:00,10.48,10.56,5.53,36.93,,8.16,29.78,22.95,17.93,24.7
2022-06-25 18:00:00,10.47,12.73,6.88,41.2,,10.05,31.06,23.25,18.73,26.35
2022-06-25 19:00:00,11.04,13.56,7.65,43.18,,8.14,31.19,22.07,20.45,26.86
2022-06-25 20:00:00,12.44,13.9,8.08,39.74,,9.35,31.35,20.45,19.64,25.81
2022-06-25 21:00:00,10.14,11.38,7.43,30.93,,8.46,29.91,20.07,17.9,24.37
2022-06-25 22:00:00,8.46,9.04,6.77,26.83,,7.38,27.66,17.49,17.58,23.43
2022-06-25 23:00:00,7.96,8.06,5.95,22.51,,6.94,25.5,16.73,19.34,24.34
2022-06-26 00:00:00,9.05,8.57,4.63,24.67,,5.31,23.84,15.41,18.2,23.08
2022-06-26 01:00:00,7.42,7.67,4.21,24.1,,5.85,21.29,15.52,17.41,21.6
2022-06-26 02:00:00,5.97,7.51,4.89,23.01,,6.07,18.87,12.26,16.9,20.67
2022-06-26 03:00:00,5.99,7.1,3.96,15.75,,4.85,18.36,11.2,17.95,22.06
2022-06-26 04:00:00,6.49,7.2,4.19,15.9,,6.3,19.51,11.4,17.79,20.94
2022-06-26 05:00:00,7.86,7.97,5.52,25.58,,6.24,23.21,11.76,17.86,21.04
2022-06-26 06:00:00,8.6,9.75,7.09,29.26,,6.96,27.45,14.58,19.45,24.48
2022-06-26 07:00:00,10.04,11.03,8.02,34.02,76.31,8.41,30.6,17.67,20.31,26.31
2022-06-26 08:00:00,11.95,12.47,8.04,35.45,91.38,9.38,32.9,22.97,19.59,27.4
2022-06-26 09:00:00,13.14,12.93,7.95,42.97,97.24,11.62,34.71,25.84,18.53,26.97
2022-06-26 10:00:00,11.1,12.5,7.04,39.39,94.28,11.4,33.16,23.19,20.34,28.88
2022-06-26 11:00:00,9.98,11.25,7.09,42.37,90.69,10.49,31.66,22.4,20.36,27.15
2022-06-26 12:00:00,10.34,10.54,6.45,40.23,87.86,9.32,30.28,21.53,20.6,26.54
2022-06-26 13:00:00,9.43,10.22,5.74,35.7,84.53,8.68,28.99,20.59,17.91,24.52
2022-06-26 14:00:00,8.74,9.88,5.29,32.23,80.34,6.71,27.83,19.98,18.18,24.76
2022-06-26 15:00:00,8.21,9.97,4.73,32.06,76.17,8.16,26.61,20.01,18.56,24.04
2022-06-26 16:00:00,9.2,9.79,5.26,31.39,79.15,7.26,26.69,20.63,19.24,25.21
2022-06-26 17:00:00,10.14,12.24,5.51,35.0,81.49,7.79,29.31,21.41,19.35,27.17
2022-06-26 18:00:00,11.19,14.78,6.82,37.42,86.25,9.36,31.2,21.52,19.3,26.88
2022-06-26 19:00:00,10.22,16.82,8.5,39.28,89.07,11.4,34.11,21.88,20.37,30.72
2022-06-26 20:00:00,11.31,15.5,7.75,37.98,93.34,8.85,35.55,22.15,20.57,28.14
2022-06-26 21:00:00,10.61,12.67,7.55,34.98,90.93,9.77,33.47,20.5,18.31,26.19
2022-06-26 22:00:00,9.29,10.82,7.16,35.43,81.89,9.41,29.1,20.2,18.79,25.49
2022-06-26 23:00:00,9.28,9.44,6.24,28.88,75.05,6.29,27.31,17.4,19.12,24.6
2022-06-27 00:00:00,17.79,8.61,5.03,24.64,65.61,6.56,23.18,15.35,19.7,24.64
2022-06-27 01:00:00,8.44,7.5,4.14,19.12,58.36,7.23,21.17,15.24,19.37,23.8
2022-06-27 02:00:00,8.55,7.94,3.72,16.96,56.44,6.97,19.69,12.47,17.11,21.38
2022-06-27 03:00:00,8.11,7.6,3.0,16.6,55.46,6.44,20.01,12.59,17.25,21.71
2022-06-27 04:00:00,11.15,7.62,3.29,21.15,56.87,6.75,20.98,12.03,17.84,22.09
2022-06-27 05:00:00,9.17,8.93,4.96,25.54,61.83,7.33,24.54,13.89,18.65,22.79
2022-06-27 06:00:00,10.13,10.57,7.25,30.16,79.38,7.31,31.18,17.67,21.19,28.92
2022-06-27 07:00:00,11.69,12.89,8.13,40.91,99.39,12.58,38.67,28.41,23.05,34.39
2022-06-27 08:00:00,13.45,12.39,8.43,41.69,101.37,9.97,38.08,29.4,23.55,36.79
2022-06-27 09:00:00,13.34,11.37,6.07,39.3,92.27,9.93,31.78,29.15,25.66,37.62
2022-06-27 10:00:00,14.53,10.75,4.59,35.48,88.21,9.34,29.34,27.13,26.21,35.94
2022-06-27 11:00:00,14.94,10.17,4.89,33.08,87.5,9.19,28.1,25.5,26.38,36.14
2022-06-27 12:00:00,15.23,9.88,4.45,27.17,87.21,8.29,28.98,25.1,24.77,34.07
2022-06-27 13:00:00,14.37,10.43,4.7,28.33,86.94,7.47,29.47,26.33,24.69,32.97
2022-06-27 14:00:00,13.86,9.73,4.58,30.32,83.91,9.34,26.52,25.3,27.6,34.15
2022-06-27 15:00:00,13.22,10.46,5.03,31.94,80.21,6.99,25.93,25.23,30.66,33.8
2022-06-27 16:00:00,12.25,10.7,4.52,36.81,81.78,7.82,26.29,24.73,30.16,34.26
2022-06-27 17:00:00,11.85,11.43,4.69,34.5,83.53,8.99,28.3,24.21,22.65,30.85
2022-06-27 18:00:00,11.83,13.67,5.88,37.79,87.92,8.38,32.04,24.42,22.63,32.21
2022-06-27 19:00:00,11.31,14.67,6.73,45.36,92.78,9.0,34.63,24.2,25.07,34.02
2022-06-27 20:00:00,13.23,15.49,9.93,42.2,95.72,7.93,35.37,24.36,21.36,29.94
2022-06-27 21:00:00,12.23,13.32,9.3,37.75,91.93,6.71,31.83,23.2,21.6,29.68
2022-06-27 22:00:00,8.54,9.81,8.21,32.45,83.41,8.54,28.12,19.48,21.31,28.54
2022-06-27 23:00:00,7.02,8.32,7.47,26.78,74.95,8.58,26.26,17.68,21.85,26.86
2022-06-28 00:00:00,8.49,8.03,6.17,21.11,65.01,6.3,23.17,15.75,20.24,24.7
2022-06-28 01:00:00,10.58,7.55,5.53,20.56,57.73,5.91,21.49,15.42,17.76,20.89
2022-06-28 02:00:00,21.84,7.75,5.26,24.88,56.06,5.83,18.0,12.44,20.41,21.85
2022-06-28 03:00:00,7.81,7.2,4.48,21.84,55.6,5.48,18.87,11.78,18.41,21.63
2022-06-28 04:00:00,8.38,7.09,4.67,16.83,57.53,5.67,19.34,11.95,20.86,23.75
2022-06-28 05:00:00,10.56,8.75,6.58,22.45,63.38,5.89,23.58,13.3,20.19,24.82
2022-06-28 06:00:00,13.04,10.52,9.07,33.49,79.75,7.23,30.47,19.52,22.95,30.57
2022-06-28 07:00:00,14.0,12.78,9.64,40.56,102.5,13.54,40.2,29.36,23.97,34.88
2022-06-28 08:00:00,12.39,12.89,9.35,42.26,104.37,9.65,35.9,30.89,24.63,35.33
2022-06-28 09:00:00,12.98,11.29,7.43,36.67,93.8,9.76,32.39,30.52,25.94,35.87
2022-06-28 10:00:00,14.31,10.23,6.24,34.11,89.18,9.58,30.87,30.01,26.35,35.38
2022-06-28 11:00:00,14.21,9.05,5.47,33.73,88.49,10.7,28.14,28.51,27.92,36.51
2022-06-28 12:00:00,14.33,9.64,5.02,29.03,87.43,9.64,27.27,28.4,26.07,35.77
2022-06-28 13:00:00,14.15,9.42,4.87,31.63,87.53,10.64,29.24,27.63,25.36,34.52
2022-06-28 14:00:00,14.07,9.07,4.04,36.66,84.06,8.7,27.25,26.25,24.61,33.45
2022-06-28 15:00:00,12.56,10.19,4.07,33.06,80.46,7.97,26.05,25.2,25.1,34.91
2022-06-28 16:00:00,11.42,9.71,4.74,28.87,82.05,8.02,26.86,25.47,23.43,32.12
2022-06-28 17:00:00,12.43,10.45,5.61,32.03,84.3,7.14,26.68,26.89,22.99,32.21
2022-06-28 18:00:00,14.42,13.16,6.38,36.28,86.99,10.06,30.0,25.6,22.86,32.38
2022-06-28 19:00:00,13.58,13.38,7.09,45.72,91.62,10.67,32.33,24.8,23.14,33.79
2022-06-28 20:00:00,13.63,11.8,6.54,40.79,92.7,8.12,34.73,24.13,22.31,31.9
2022-06-28 21:00:00,11.55,9.98,6.99,33.31,87.06,7.81,31.99,22.73,22.03,27.31
2022-06-28 22:00:00,9.98,9.41,6.01,27.54,78.68,7.31,28.98,19.97,21.9,29.27
2022-06-28 23:00:00,9.81,8.44,4.95,22.71,73.37,7.86,25.48,18.46,22.42,27.87
2022-06-29 00:00:00,10.33,7.52,3.4,17.71,64.82,6.32,22.93,15.83,18.69,23.21
2022-06-29 01:00:00,8.97,6.97,2.59,22.11,60.1,6.47,20.47,15.63,17.74,22.25
2022-06-29 02:00:00,8.42,7.45,2.85,22.01,56.72,6.13,20.24,12.16,17.76,21.8
2022-06-29 03:00:00,10.07,7.0,2.12,16.64,56.6,7.51,20.02,11.0,20.23,25.21
2022-06-29 04:00:00,11.8,7.23,2.48,19.08,58.09,7.27,21.15,11.41,20.75,24.57
2022-06-29 05:00:00,10.81,8.36,3.63,25.37,62.17,7.46,25.21,13.34,20.75,24.94
2022-06-29 06:00:00,13.52,9.68,6.4,31.09,78.08,9.05,29.29,18.89,21.21,29.3
2022-06-29 07:00:00,16.57,11.55,8.13,40.92,101.09,13.12,36.89,26.69,24.75,35.59
2022-06-29 08:00:00,16.73,11.85,7.44,38.41,105.0,12.02,36.15,31.0,25.7,37.74
2022-06-29 09:00:00,15.35,11.21,5.93,40.07,95.24,9.27,34.87,30.31,26.05,37.52
2022-06-29 10:00:00,12.71,11.26,5.13,38.1,87.92,8.65,29.49,28.55,26.28,36.41
2022-06-29 11:00:00,12.85,10.35,4.81,33.98,86.81,8.4,29.56,28.04,26.45,35.92
2022-06-29 12:00:00,13.03,9.2,3.81,35.23,86.18,7.92,29.65,29.9,27.64,35.38
2022-06-29 13:00:00,13.58,9.45,4.1,35.88,86.91,9.01,29.92,27.06,25.05,34.47
2022-06-29 14:00:00,12.82,9.01,3.89,35.76,86.21,8.93,26.75,26.41,24.89,32.49
2022-06-29 15:00:00,11.86,9.53,4.13,32.32,81.36,7.91,27.04,26.59,23.36,31.49
2022-06-29 16:00:00,12.66,9.69,4.45,30.21,81.44,7.2,28.82,26.21,24.45,32.96
2022-06-29 17:00:00,12.9,10.84,5.12,31.04,85.74,10.93,28.25,26.2,23.19,32.56
2022-06-29 18:00:00,11.72,12.91,7.3,39.25,87.83,9.18,31.36,25.73,23.02,33.02
2022-06-29 19:00:00,13.78,13.84,8.28,42.58,92.58,7.81,34.71,26.06,22.45,32.78
2022-06-29 20:00:00,14.51,15.0,8.19,43.86,93.74,7.2,35.98,24.95,23.54,32.15
2022-06-29 21:00:00,12.56,12.54,7.36,36.45,90.68,7.43,34.37,23.25,19.91,27.57
2022-06-29 22:00:00,10.14,9.66,6.84,31.11,82.71,7.47,30.53,20.44,20.21,27.2
2022-06-29 23:00:00,9.99,8.39,5.77,27.47,72.74,6.77,26.54,18.84,22.79,28.75
2022-06-30 00:00:00,10.44,8.29,4.04,25.83,64.72,6.62,23.87,16.01,20.24,25.49
2022-06-30 01:00:00,7.44,7.29,3.28,25.26,59.13,7.25,20.99,15.94,17.81,21.73
2022-06-30 02:00:00,7.61,7.43,3.1,22.95,56.91,7.12,19.18,13.0,17.86,21.25
2022-06-30 03:00:00,7.91,7.1,2.43,21.92,55.6,7.11,19.96,12.0,18.59,22.66
2022-06-30 04:00:00,9.01,7.18,2.5,23.43,57.55,6.23,21.22,12.56,20.85,24.19
2022-06-30 05:00:00,9.29,8.76,4.26,24.99,63.61,7.57,25.1,13.5,19.85,
2022-06-30 06:00:00,11.25,10.61,7.02,29.49,82.72,8.91,30.88,19.14,22.11,30.01
2022-06-30 07:00:00,14.64,12.23,8.34,34.83,102.48,12.59,40.09,26.92,23.72,34.85
2022-06-30 08:00:00,15.83,11.92,7.35,39.59,102.53,12.01,38.45,30.93,24.53,35.62
2022-06-30 09:00:00,13.15,11.19,6.13,38.66,93.86,9.48,32.96,30.13,30.79,35.87
2022-06-30 10:00:00,13.58,10.13,5.36,37.33,88.36,8.88,30.29,28.44,36.75,38.05
2022-06-30 11:00:00,15.26,9.68,5.68,37.71,86.48,10.12,27.83,27.39,29.98,35.87
2022-06-30 12:00:00,13.84,9.51,5.81,32.07,85.86,9.85,30.46,27.43,23.38,34.05
2022-06-30 13:00:00,12.93,9.88,8.21,29.04,85.84,11.06,29.89,26.92,29.99,32.97
2022-06-30 14:00:00,12.81,9.61,5.31,35.0,82.89,7.66,29.55,26.18,33.58,34.99
2022-06-30 15:00:00,12.53,9.53,4.88,35.82,80.95,8.32,25.93,24.18,26.93,31.61
2022-06-30 16:00:00,12.38,10.31,4.26,33.88,83.08,10.06,27.99,25.82,25.0,33.85
2022-06-30 17:00:00,11.2,10.74,5.38,35.31,85.74,8.35,29.11,26.89,25.12,32.3
2022-06-30 18:00:00,13.11,13.6,7.11,41.1,89.05,9.6,32.47,26.0,24.92,34.86
2022-06-30 19:00:00,13.83,14.76,7.86,44.7,92.08,9.14,36.6,25.49,23.18,32.43
2022-06-30 20:00:00,14.07,15.36,9.11,43.29,95.73,6.08,35.25,24.35,22.94,31.65
2022-06-30 21:00:00,11.02,13.35,8.49,40.38,89.77,7.11,32.55,22.07,23.64,30.95
2022-06-30 22:00:00,10.03,10.88,6.61,31.81,82.85,7.16,30.25,20.31,24.08,31.15
2022-06-30 23:00:00,11.11,9.18,6.44,25.84,76.03,7.2,26.75,18.77,24.3,29.65
2022-07-01 00:00:00,9.99,8.34,4.51,19.71,66.55,6.46,23.72,15.75,21.41,25.03
2022-07-01 01:00:00,8.31,7.41,3.43,18.17,59.94,6.75,20.65,15.72,20.44,23.59
2022-07-01 02:00:00,8.19,7.6,3.2,19.84,57.79,7.4,19.87,12.56,19.02,22.75
2022-07-01 03:00:00,9.92,7.11,2.51,23.04,56.95,7.62,19.96,11.57,19.52,23.72
2022-07-01 04:00:00,11.46,7.35,2.92,23.06,58.68,7.13,20.49,12.43,20.38,24.53
2022-07-01 05:00:00,10.8,8.82,4.6,24.5,63.74,7.83,24.39,13.71,23.1,27.94
2022-07-01 06:00:00,12.97,10.75,7.52,30.8,81.58,7.13,30.75,19.49,23.72,33.03
2022-07-01 07:00:00,15.48,13.8,8.83,41.48,104.11,11.75,36.76,26.63,25.23,36.6
2022-07-01 08:00:00,15.97,13.54,7.63,40.3,102.2,9.69,38.09,31.48,27.86,38.24
2022-07-01 09:00:00,11.52,10.58,6.81,36.11,93.4,9.7,35.25,30.1,25.85,37.14
2022-07-01 10:00:00,12.88,10.99,5.73,,89.37,9.77,30.86,28.59,25.71,36.51
2022-07-01 11:00:00,13.88,10.06,5.79,35.65,90.59,8.05,29.98,27.46,26.76,34.8
2022-07-01 12:00:00,12.82,10.12,5.51,35.16,86.54,7.93,30.55,27.35,26.06,33.86
2022-07-01 13:00:00,11.9,9.3,5.2,35.36,86.03,5.72,30.98,27.54,23.93,33.26
2022-07-01 14:00:00,12.99,10.21,4.64,30.1,85.46,8.74,28.54,26.33,23.56,32.45
2022-07-01 15:00:00,12.7,10.77,4.96,28.89,81.95,6.68,28.03,26.38,24.51,34.99
2022-07-01 16:00:00,11.39,10.76,4.82,33.73,83.2,7.89,28.88,24.77,23.45,33.43
2022-07-01 17:00:00,12.3,11.08,6.09,38.94,85.04,8.19,29.92,25.64,22.77,31.2
2022-07-01 18:00:00,13.96,12.86,7.35,41.23,88.98,7.15,32.89,26.2,22.57,32.25
2022-07-01 19:00:00,14.26,14.42,7.59,41.27,90.47,8.06,33.39,24.93,21.59,32.55
2022-07-01 20:00:00,14.43,13.96,7.51,40.59,92.38,8.11,31.34,24.0,22.05,31.21
2022-07-01 21:00:00,12.43,12.59,6.57,33.82,86.72,8.54,31.6,21.64,20.26,27.86
2022-07-01 22:00:00,12.5,10.33,6.05,29.64,78.73,7.96,29.63,20.35,20.56,26.78
2022-07-01 23:00:00,11.56,9.07,5.98,26.92,72.94,7.5,27.7,17.59,22.69,28.07
2022-07-02 00:00:00,9.86,9.09,3.95,20.82,66.28,6.23,24.04,16.04,19.57,23.8
2022-07-02 01:00:00,8.96,8.09,3.21,19.05,60.91,7.35,21.06,16.48,18.2,22.03
2022-07-02 02:00:00,10.21,7.93,2.92,23.55,57.79,6.55,19.47,12.62,17.38,21.0
2022-07-02 03:00:00,9.71,7.46,2.24,22.93,57.05,6.86,19.5,11.67,18.25,23.07
2022-07-02 04:00:00,10.16,7.9,2.37,20.85,57.4,7.39,20.14,12.82,18.94,22.08
2022-07-02 05:00:00,11.93,8.72,4.05,17.03,62.68,7.38,24.7,13.71,19.64,23.79
2022-07-02 06:00:00,11.49,10.59,6.13,25.55,72.1,8.03,27.57,17.37,20.72,28.13
2022-07-02 07:00:00,12.1,11.84,7.12,40.21,85.74,11.72,34.24,20.73,22.86,31.46
2022-07-02 08:00:00,13.89,12.81,8.17,40.96,94.3,10.3,35.28,27.24,22.85,33.22
2022-07-02 09:00:00,13.88,13.03,6.43,41.16,97.92,11.37,35.6,29.24,21.57,32.17
2022-07-02 10:00:00,12.23,11.78,6.0,38.59,95.7,8.83,34.16,27.71,19.97,28.31
2022-07-02 11:00:00,11.13,10.99,5.98,37.41,90.78,9.22,31.28,26.11,22.05,30.13
2022-07-02 12:00:00,11.86,10.59,4.91,35.45,87.91,7.4,30.3,25.14,20.64,28.51
2022-07-02 13:00:00,12.51,10.56,5.09,36.9,86.82,7.26,29.76,25.02,20.61,29.06
2022-07-02 14:00:00,11.08,10.63,5.09,34.78,82.63,7.29,28.46,23.68,17.66,25.08
2022-07-02 15:00:00,10.5,9.64,4.74,28.66,78.37,4.91,27.6,23.02,18.64,25.89
2022-07-02 16:00:00,11.46,10.59,4.79,32.74,79.69,8.01,27.79,22.05,18.42,25.17
2022-07-02 17:00:00,12.16,11.39,5.25,33.61,83.05,7.72,30.08,24.36,18.68,26.84
2022-07-02 18:00:00,11.66,14.45,6.13,39.02,85.12,7.11,32.47,25.08,18.91,27.6
2022-07-02 19:00:00,13.32,15.89,7.08,44.24,88.23,7.25,33.67,23.46,20.53,30.57
2022-07-02 20:00:00,13.91,15.76,8.26,39.57,87.84,6.63,34.57,22.68,18.77,27.5
2022-07-02 21:00:00,12.26,14.06,7.2,37.64,83.02,5.95,31.08,18.73,18.26,25.91
2022-07-02 22:00:00,10.85,11.45,5.68,26.59,75.73,5.05,27.67,17.95,18.47,24.96
2022-07-02 23:00:00,11.47,9.72,5.25,23.0,72.14,6.41,27.32,17.7,20.17,26.05
2022-07-03 00:00:00,11.26,9.52,3.66,20.99,67.55,7.19,24.58,16.24,17.4,22.53
2022-07-03 01:00:00,7.77,8.4,3.1,18.1,61.87,6.75,22.0,16.59,16.8,21.54
2022-07-03 02:00:00,6.88,8.73,3.11,20.15,58.28,7.19,19.85,14.11,16.87,20.73
2022-07-03 03:00:00,8.4,8.29,2.21,22.6,56.75,7.69,19.46,12.57,17.39,22.18
2022-07-03 04:00:00,9.5,8.15,2.59,,57.65,6.92,20.66,13.19,18.74,22.2
2022-07-03 05:00:00,8.35,9.01,3.81,23.02,61.45,7.6,25.02,13.05,18.65,
2022-07-03 06:00:00,9.83,11.57,5.82,21.63,69.71,7.8,27.57,14.85,18.94,25.29
2022-07-03 07:00:00,12.56,12.97,7.51,30.58,81.08,8.26,30.99,18.33,19.43,27.66
2022-07-03 08:00:00,14.6,13.6,8.34,40.54,90.28,9.3,34.44,22.28,19.39,28.36
2022-07-03 09:00:00,12.24,13.66,7.84,42.7,96.1,9.44,35.94,26.6,19.72,29.68
2022-07-03 10:00:00,12.69,13.71,7.28,41.58,93.73,10.26,33.66,25.35,19.7,30.05
2022-07-03 11:00:00,12.99,12.33,7.19,40.84,89.56,9.39,30.52,24.61,19.22,28.42
2022-07-03 12:00:00,11.09,11.17,6.41,36.42,88.05,11.05,29.04,21.89,20.28,27.19
2022-07-03 13:00:00,10.57,10.83,5.5,33.29,84.21,7.62,28.75,21.38,18.19,25.41
2022-07-03 14:00:00,10.65,10.21,5.22,31.27,77.74,7.95,26.51,20.88,17.56,24.25
2022-07-03 15:00:00,10.79,9.99,5.14,31.6,77.16,6.73,25.56,21.08,17.21,23.75
2022-07-03 16:00:00,10.77,10.63,4.99,31.97,77.35,6.69,26.62,20.46,17.29,23.78
2022-07-03 17:00:00,10.83,10.72,5.26,34.59,79.88,7.18,28.04,21.62,18.37,26.36
2022-07-03 18:00:00,11.02,12.77,6.64,37.77,85.08,6.55,31.28,22.48,18.36,26.84
2022-07-03 19:00:00,13.64,17.17,8.5,39.74,90.22,7.02,33.38,21.83,18.4,
2022-07-03 20:00:00,13.79,16.97,9.76,39.2,92.41,7.58,34.52,21.55,18.85,27.37
2022-07-03 21:00:00,14.1,13.67,8.67,35.73,92.31,5.03,34.18,20.53,18.65,26.72
2022-07-03 22:00:00,12.61,10.34,7.45,32.07,84.24,5.79,30.38,20.34,19.59,26.47
2022-07-03 23:00:00,12.76,9.31,7.15,30.08,76.48,5.74,27.46,18.29,20.5,25.51
2022-07-04 00:00:00,22.75,9.08,5.04,27.84,66.61,5.55,23.57,15.49,19.61,24.83
2022-07-04 01:00:00,8.07,8.01,3.61,21.57,59.89,5.48,21.24,16.11,18.66,23.21
2022-07-04 02:00:00,7.62,7.91,3.72,17.63,57.04,6.8,19.3,13.5,18.13,22.37
2022-07-04 03:00:00,9.54,7.59,2.91,16.26,56.77,7.14,19.58,12.95,18.0,22.99
2022-07-04 04:00:00,10.25,7.39,3.28,21.38,57.32,7.55,20.94,12.23,17.86,22.73
2022-07-04 05:00:00,10.12,8.61,5.06,27.43,63.38,7.17,24.9,14.05,21.42,25.41
2022-07-04 06:00:00,11.18,11.43,7.63,31.57,79.03,9.31,29.27,19.42,21.35,30.03
2022-07-04 07:00:00,13.63,12.75,9.01,42.26,100.54,11.36,37.28,26.88,23.14,33.02
2022-07-04 08:00:00,15.11,13.15,8.28,40.73,103.13,10.92,37.0,29.28,25.96,36.65
2022-07-04 09:00:00,14.06,11.96,7.14,39.47,94.1,10.11,34.33,28.84,24.9,34.24
2022-07-04 10:00:00,13.92,11.0,6.06,34.73,88.95,9.6,30.77,28.08,25.49,35.27
2022-07-04 11:00:00,14.23,11.17,5.71,33.74,88.05,8.93,29.13,27.92,31.02,37.09
2022-07-04 12:00:00,13.37,10.66,5.35,34.08,85.86,8.15,29.25,27.98,26.53,34.69
2022-07-04 13:00:00,13.59,11.36,4.86,30.76,85.92,9.91,30.22,28.33,29.25,35.62
2022-07-04 14:00:00,13.59,10.03,4.6,26.8,83.4,7.2,27.77,26.24,26.0,33.94
2022-07-04 15:00:00,13.21,11.21,4.53,28.75,78.74,6.65,27.2,25.04,24.07,30.76
2022-07-04 16:00:00,12.62,12.39,4.31,37.65,80.71,7.95,27.76,24.19,25.91,33.24
2022-07-04 17:00:00,12.56,11.1,4.85,36.81,83.07,8.9,27.94,25.2,24.52,32.51
2022-07-04 18:00:00,13.2,11.24,6.8,37.71,85.85,8.42,32.79,25.5,24.48,34.32
2022-07-04 19:00:00,13.75,15.07,8.84,38.74,91.54,8.81,36.53,26.03,24.07,35.28
2022-07-04 20:00:00,14.45,18.08,10.44,44.49,94.9,8.49,37.93,24.62,23.27,33.74
2022-07-04 21:00:00,11.09,14.23,8.09,38.48,91.44,8.05,35.82,22.28,22.5,31.71
2022-07-04 22:00:00,9.61,10.16,6.81,30.25,81.5,5.75,30.73,21.2,21.76,29.22
2022-07-04 23:00:00,10.5,8.71,6.26,25.12,74.78,6.3,28.52,19.21,22.66,28.33
2022-07-05 00:00:00,9.62,7.98,4.44,19.46,64.69,4.51,25.42,16.74,20.41,24.82
2022-07-05 01:00:00,6.25,7.32,3.38,15.11,59.53,4.46,21.38,16.09,19.24,23.06
2022-07-05 02:00:00,18.88,7.56,3.12,18.78,58.1,6.07,19.78,13.0,19.54,22.88
2022-07-05 03:00:00,9.2,7.31,2.41,19.0,58.44,6.9,19.52,12.38,20.25,24.79
2022-07-05 04:00:00,10.94,7.47,2.86,24.05,58.68,6.36,20.92,12.26,20.68,24.38
2022-07-05 05:00:00,8.88,8.5,4.43,25.1,64.18,7.45,24.73,14.06,22.68,26.5
2022-07-05 06:00:00,10.09,10.17,6.47,30.94,,8.9,30.81,19.17,22.01,29.89
2022-07-05 07:00:00,13.61,13.35,8.1,40.25,,10.11,37.98,26.94,23.87,34.57
2022-07-05 08:00:00,15.3,12.22,7.18,39.0,,8.66,36.55,31.02,25.22,36.87
